Country	Date	cases	deaths	Cumulative_number_for_14_days_of_COVID-19_cases_per_100000	ID
Saint Lucia	09/16/20	0	0	0.54706092	Q760
Saint Lucia	09/15/20	0	0	0.54706092	Q760
Saint Lucia	09/14/20	0	0	0.54706092	Q760
Saint Lucia	09/13/20	0	0	0.54706092	Q760
Saint Lucia	09/12/20	0	0	0.54706092	Q760
Saint Lucia	09/11/20	0	0	0.54706092	Q760
Saint Lucia	09/10/20	1	0	0.54706092	Q760
Saint Lucia	09/09/20	0	0	0.0	Q760
Saint Lucia	09/08/20	0	0	0.0	Q760
Saint Lucia	09/07/20	0	0	0.0	Q760
Saint Lucia	09/06/20	0	0	0.0	Q760
Saint Lucia	09/05/20	0	0	0.0	Q760
Saint Lucia	09/04/20	0	0	0.0	Q760
Saint Lucia	09/03/20	0	0	0.0	Q760
Saint Lucia	09/02/20	0	0	0.0	Q760
Saint Lucia	09/01/20	0	0	0.54706092	Q760
Saint Lucia	08/31/20	0	0	0.54706092	Q760
Saint Lucia	08/30/20	0	0	0.54706092	Q760
Saint Lucia	08/29/20	0	0	0.54706092	Q760
Saint Lucia	08/28/20	0	0	0.54706092	Q760
Saint Lucia	08/27/20	0	0	0.54706092	Q760
Saint Lucia	08/26/20	0	0	0.54706092	Q760
Saint Lucia	08/25/20	0	0	0.54706092	Q760
Saint Lucia	08/24/20	0	0	0.54706092	Q760
Saint Lucia	08/23/20	0	0	0.54706092	Q760
Saint Lucia	08/22/20	0	0	0.54706092	Q760
Saint Lucia	08/21/20	0	0	0.54706092	Q760
Saint Lucia	08/20/20	0	0	0.54706092	Q760
Saint Lucia	08/19/20	1	0	0.54706092	Q760
Saint Lucia	08/18/20	0	0	0.0	Q760
Saint Lucia	08/17/20	0	0	0.0	Q760
Saint Lucia	08/16/20	0	0	0.0	Q760
Saint Lucia	08/15/20	0	0	0.0	Q760
Saint Lucia	08/14/20	0	0	0.0	Q760
Saint Lucia	08/13/20	0	0	0.54706092	Q760
Saint Lucia	08/12/20	0	0	0.54706092	Q760
Saint Lucia	08/11/20	0	0	0.54706092	Q760
Saint Lucia	08/10/20	0	0	0.54706092	Q760
Saint Lucia	08/09/20	0	0	0.54706092	Q760
Saint Lucia	08/08/20	0	0	0.54706092	Q760
Saint Lucia	08/07/20	0	0	0.54706092	Q760
Saint Lucia	08/06/20	0	0	1.09412183	Q760
Saint Lucia	08/05/20	0	0	1.09412183	Q760
Saint Lucia	08/04/20	0	0	1.09412183	Q760
Saint Lucia	08/03/20	0	0	1.09412183	Q760
Saint Lucia	08/02/20	0	0	1.09412183	Q760
Saint Lucia	08/01/20	0	0	1.09412183	Q760
Saint Lucia	07/31/20	1	0	1.09412183	Q760
Saint Lucia	07/30/20	0	0	1.09412183	Q760
Saint Lucia	07/29/20	0	0	1.09412183	Q760
Saint Lucia	07/28/20	0	0	1.09412183	Q760
Saint Lucia	07/27/20	0	0	1.09412183	Q760
Saint Lucia	07/26/20	0	0	1.09412183	Q760
Saint Lucia	07/25/20	0	0	1.09412183	Q760
Saint Lucia	07/24/20	1	0	1.09412183	Q760
Saint Lucia	07/23/20	0	0	0.54706092	Q760
Saint Lucia	07/22/20	0	0	0.54706092	Q760
Saint Lucia	07/21/20	0	0	0.54706092	Q760
Saint Lucia	07/20/20	0	0	0.54706092	Q760
Saint Lucia	07/19/20	0	0	0.54706092	Q760
Saint Lucia	07/18/20	0	0	0.54706092	Q760
Saint Lucia	07/17/20	1	0	0.54706092	Q760
Saint Lucia	07/16/20	0	0	1.64118275	Q760
Saint Lucia	07/15/20	0	0	1.64118275	Q760
Saint Lucia	07/14/20	0	0	1.64118275	Q760
Saint Lucia	07/13/20	0	0	1.64118275	Q760
Saint Lucia	07/12/20	0	0	1.64118275	Q760
Saint Lucia	07/11/20	0	0	1.64118275	Q760
Saint Lucia	07/10/20	0	0	1.64118275	Q760
Saint Lucia	07/09/20	0	0	1.64118275	Q760
Saint Lucia	07/08/20	0	0	1.64118275	Q760
Saint Lucia	07/07/20	0	0	1.64118275	Q760
Saint Lucia	07/06/20	0	0	1.64118275	Q760
Saint Lucia	07/05/20	0	0	1.64118275	Q760
Saint Lucia	07/04/20	0	0	1.64118275	Q760
Saint Lucia	07/03/20	3	0	1.64118275	Q760
Saint Lucia	07/02/20	0	0	0.0	Q760
Saint Lucia	07/01/20	0	0	0.0	Q760
Saint Lucia	06/30/20	0	0	0.0	Q760
Saint Lucia	06/29/20	0	0	0.0	Q760
Saint Lucia	06/28/20	0	0	0.0	Q760
Saint Lucia	06/27/20	0	0	0.0	Q760
Saint Lucia	06/26/20	0	0	0.0	Q760
Saint Lucia	06/25/20	0	0	0.0	Q760
Saint Lucia	06/24/20	0	0	0.0	Q760
Saint Lucia	06/23/20	0	0	0.0	Q760
Saint Lucia	06/22/20	0	0	0.0	Q760
Saint Lucia	06/21/20	0	0	0.0	Q760
Saint Lucia	06/20/20	0	0	0.0	Q760
Saint Lucia	06/19/20	0	0	0.0	Q760
Saint Lucia	06/18/20	0	0	0.54706092	Q760
Saint Lucia	06/17/20	0	0	0.54706092	Q760
Saint Lucia	06/16/20	0	0	0.54706092	Q760
Saint Lucia	06/15/20	0	0	0.54706092	Q760
Saint Lucia	06/14/20	0	0	0.54706092	Q760
Saint Lucia	06/13/20	0	0	0.54706092	Q760
Saint Lucia	06/12/20	0	0	0.54706092	Q760
Saint Lucia	06/11/20	0	0	0.54706092	Q760
Saint Lucia	06/10/20	0	0	0.54706092	Q760
Saint Lucia	06/09/20	0	0	0.54706092	Q760
Saint Lucia	06/08/20	0	0	0.54706092	Q760
Saint Lucia	06/07/20	0	0	0.54706092	Q760
Saint Lucia	06/06/20	0	0	0.54706092	Q760
Saint Lucia	06/05/20	1	0	0.54706092	Q760
Saint Lucia	06/04/20	0	0	0.0	Q760
Saint Lucia	06/03/20	0	0	0.0	Q760
Saint Lucia	06/02/20	0	0	0.0	Q760
Saint Lucia	06/01/20	0	0	0.0	Q760
Saint Lucia	05/31/20	0	0	0.0	Q760
Saint Lucia	05/30/20	0	0	0.0	Q760
Saint Lucia	05/29/20	0	0	0.0	Q760
Saint Lucia	05/28/20	0	0	0.0	Q760
Saint Lucia	05/27/20	0	0	0.0	Q760
Saint Lucia	05/26/20	0	0	0.0	Q760
Saint Lucia	05/25/20	0	0	0.0	Q760
Saint Lucia	05/24/20	0	0	0.0	Q760
Saint Lucia	05/23/20	0	0	0.0	Q760
Saint Lucia	05/22/20	0	0	0.0	Q760
Saint Lucia	05/21/20	0	0	0.0	Q760
Saint Lucia	05/20/20	0	0	0.0	Q760
Saint Lucia	05/19/20	0	0	0.0	Q760
Saint Lucia	05/18/20	0	0	0.0	Q760
Saint Lucia	05/17/20	0	0	0.54706092	Q760
Saint Lucia	05/16/20	0	0	0.54706092	Q760
Saint Lucia	05/15/20	0	0	0.54706092	Q760
Saint Lucia	05/14/20	0	0	0.54706092	Q760
Saint Lucia	05/13/20	0	0	1.64118275	Q760
Saint Lucia	05/12/20	0	0	1.64118275	Q760
Saint Lucia	05/11/20	0	0	1.64118275	Q760
Saint Lucia	05/10/20	0	0	1.64118275	Q760
Saint Lucia	05/09/20	0	0	1.64118275	Q760
Saint Lucia	05/08/20	0	0	1.64118275	Q760
Saint Lucia	05/07/20	0	0	1.64118275	Q760
Saint Lucia	05/06/20	0	0	1.64118275	Q760
Saint Lucia	05/05/20	0	0	1.64118275	Q760
Saint Lucia	05/04/20	1	0	1.64118275	Q760
Saint Lucia	05/03/20	0	0	1.09412183	Q760
Saint Lucia	05/02/20	0	0	1.09412183	Q760
Saint Lucia	05/01/20	0	0	1.09412183	Q760
Saint Lucia	04/30/20	2	0	1.09412183	Q760
Saint Lucia	04/29/20	0	0	0.0	Q760
Saint Lucia	04/28/20	0	0	0.0	Q760
Saint Lucia	04/27/20	0	0	0.0	Q760
Saint Lucia	04/26/20	0	0	0.0	Q760
Saint Lucia	04/25/20	0	0	0.0	Q760
Saint Lucia	04/24/20	0	0	0.54706092	Q760
Saint Lucia	04/23/20	0	0	0.54706092	Q760
Saint Lucia	04/22/20	0	0	0.54706092	Q760
Saint Lucia	04/21/20	0	0	0.54706092	Q760
Saint Lucia	04/20/20	0	0	0.54706092	Q760
Saint Lucia	04/19/20	0	0	0.54706092	Q760
Saint Lucia	04/18/20	0	0	1.09412183	Q760
Saint Lucia	04/17/20	0	0	1.09412183	Q760
Saint Lucia	04/16/20	0	0	1.09412183	Q760
Saint Lucia	04/15/20	0	0	1.09412183	Q760
Saint Lucia	04/14/20	0	0	3.28236549	Q760
Saint Lucia	04/13/20	0	0	3.28236549	Q760
Saint Lucia	04/12/20	0	0	6.01767007	Q760
Saint Lucia	04/11/20	1	0	6.56473098	Q760
Saint Lucia	04/10/20	0	0	6.01767007	Q760
Saint Lucia	04/09/20	0	0	6.01767007	Q760
Saint Lucia	04/08/20	0	0	6.56473098	Q760
Saint Lucia	04/07/20	0	0	6.56473098	Q760
Saint Lucia	04/06/20	0	0	6.56473098	Q760
Saint Lucia	04/05/20	1	0	6.56473098	Q760
Saint Lucia	04/04/20	0	0	6.01767007	Q760
Saint Lucia	04/03/20	0	0	6.01767007	Q760
Saint Lucia	04/02/20	0	0	6.01767007	Q760
Saint Lucia	04/01/20	4	0	6.01767007	Q760
Saint Lucia	03/31/20	0	0	3.82942641	Q760
Saint Lucia	03/30/20	5	0	3.82942641	Q760
Saint Lucia	03/29/20	1	0	1.09412183	Q760
Saint Lucia	03/28/20	0	0	1.64118275	Q760
Saint Lucia	03/27/20	0	0		Q760
Saint Lucia	03/26/20	1	0		Q760
Saint Lucia	03/25/20	0	0		Q760
Saint Lucia	03/24/20	0	0		Q760
Saint Lucia	03/23/20	0	0		Q760
Saint Lucia	03/22/20	0	0		Q760
Saint Lucia	03/21/20	0	0		Q760
Saint Lucia	03/20/20	0	0		Q760
Saint Lucia	03/19/20	0	0		Q760
Saint Lucia	03/18/20	0	0		Q760
Saint Lucia	03/17/20	0	0		Q760
Saint Lucia	03/16/20	0	0		Q760
Saint Lucia	03/15/20	2	0		Q760
Saint Vincent and the Grenadines	10/28/20	1	0	9.04216361	Q757
Saint Vincent and the Grenadines	10/27/20	0	0	8.13794725	Q757
Saint Vincent and the Grenadines	10/26/20	0	0	8.13794725	Q757
Saint Vincent and the Grenadines	10/25/20	0	0	8.13794725	Q757
Saint Vincent and the Grenadines	10/24/20	5	0	8.13794725	Q757
Saint Vincent and the Grenadines	10/23/20	0	0	3.61686544	Q757
Saint Vincent and the Grenadines	10/22/20	0	0	3.61686544	Q757
Saint Vincent and the Grenadines	10/21/20	1	0	3.61686544	Q757
Saint Vincent and the Grenadines	10/20/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	10/19/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	10/18/20	2	0	2.71264908	Q757
Saint Vincent and the Grenadines	10/17/20	1	0	0.90421636	Q757
Saint Vincent and the Grenadines	10/16/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	10/15/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	10/14/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	10/13/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	10/12/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	10/11/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	10/10/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	10/09/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	10/08/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	10/07/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	10/06/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	10/05/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	10/04/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	10/03/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	10/02/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	10/01/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	09/30/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	09/29/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	09/28/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	09/27/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	09/26/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	09/25/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	09/24/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	09/23/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	09/22/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	09/21/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	09/20/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	09/19/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	09/18/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	09/17/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	09/16/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	09/15/20	0	0	3.61686544	Q757
Saint Vincent and the Grenadines	09/14/20	0	0	3.61686544	Q757
Saint Vincent and the Grenadines	09/13/20	0	0	3.61686544	Q757
Saint Vincent and the Grenadines	09/12/20	2	0	3.61686544	Q757
Saint Vincent and the Grenadines	09/11/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	09/10/20	0	0	3.61686544	Q757
Saint Vincent and the Grenadines	09/09/20	0	0	3.61686544	Q757
Saint Vincent and the Grenadines	09/08/20	1	0	3.61686544	Q757
Saint Vincent and the Grenadines	09/07/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	09/06/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	09/05/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	09/04/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	09/03/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	09/02/20	1	0	2.71264908	Q757
Saint Vincent and the Grenadines	09/01/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	08/31/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	08/30/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	08/29/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	08/28/20	2	0	2.71264908	Q757
Saint Vincent and the Grenadines	08/27/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	08/26/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	08/25/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	08/24/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	08/23/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	08/22/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	08/21/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	08/20/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	08/19/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	08/18/20	1	0	2.71264908	Q757
Saint Vincent and the Grenadines	08/17/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	08/16/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	08/15/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	08/14/20	0	0	4.5210818	Q757
Saint Vincent and the Grenadines	08/13/20	0	0	4.5210818	Q757
Saint Vincent and the Grenadines	08/12/20	0	0	4.5210818	Q757
Saint Vincent and the Grenadines	08/11/20	0	0	4.5210818	Q757
Saint Vincent and the Grenadines	08/10/20	1	0	4.5210818	Q757
Saint Vincent and the Grenadines	08/09/20	0	0	3.61686544	Q757
Saint Vincent and the Grenadines	08/08/20	0	0	3.61686544	Q757
Saint Vincent and the Grenadines	08/07/20	0	0	3.61686544	Q757
Saint Vincent and the Grenadines	08/06/20	1	0	5.42529817	Q757
Saint Vincent and the Grenadines	08/05/20	0	0	4.5210818	Q757
Saint Vincent and the Grenadines	08/04/20	0	0	4.5210818	Q757
Saint Vincent and the Grenadines	08/03/20	0	0	4.5210818	Q757
Saint Vincent and the Grenadines	08/02/20	1	0	9.94637997	Q757
Saint Vincent and the Grenadines	08/01/20	2	0	14.46746177	Q757
Saint Vincent and the Grenadines	07/31/20	0	0	15.37167814	Q757
Saint Vincent and the Grenadines	07/30/20	0	0	15.37167814	Q757
Saint Vincent and the Grenadines	07/29/20	0	0	15.37167814	Q757
Saint Vincent and the Grenadines	07/28/20	0	0	15.37167814	Q757
Saint Vincent and the Grenadines	07/27/20	0	0	15.37167814	Q757
Saint Vincent and the Grenadines	07/26/20	0	0	20.7969763	Q757
Saint Vincent and the Grenadines	07/25/20	0	0	20.7969763	Q757
Saint Vincent and the Grenadines	07/24/20	2	0	20.7969763	Q757
Saint Vincent and the Grenadines	07/23/20	0	0	18.98854358	Q757
Saint Vincent and the Grenadines	07/22/20	0	0	18.98854358	Q757
Saint Vincent and the Grenadines	07/21/20	0	0	18.98854358	Q757
Saint Vincent and the Grenadines	07/20/20	6	0	18.98854358	Q757
Saint Vincent and the Grenadines	07/19/20	6	0	13.56324541	Q757
Saint Vincent and the Grenadines	07/18/20	3	0	8.13794725	Q757
Saint Vincent and the Grenadines	07/17/20	0	0	5.42529817	Q757
Saint Vincent and the Grenadines	07/16/20	0	0	5.42529817	Q757
Saint Vincent and the Grenadines	07/15/20	0	0	5.42529817	Q757
Saint Vincent and the Grenadines	07/14/20	0	0	5.42529817	Q757
Saint Vincent and the Grenadines	07/13/20	6	0	5.42529817	Q757
Saint Vincent and the Grenadines	07/12/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	07/11/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	07/10/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	07/09/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	07/08/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	07/07/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	07/06/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	07/05/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	07/04/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	07/03/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	07/02/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	07/01/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	06/30/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	06/29/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	06/28/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	06/27/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	06/26/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	06/25/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	06/24/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	06/23/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	06/22/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	06/21/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	06/20/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	06/19/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	06/18/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	06/17/20	2	0	2.71264908	Q757
Saint Vincent and the Grenadines	06/16/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	06/15/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	06/14/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	06/13/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	06/12/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	06/11/20	0	0	8.13794725	Q757
Saint Vincent and the Grenadines	06/10/20	0	0	8.13794725	Q757
Saint Vincent and the Grenadines	06/09/20	1	0	8.13794725	Q757
Saint Vincent and the Grenadines	06/08/20	0	0	7.23373089	Q757
Saint Vincent and the Grenadines	06/07/20	0	0	7.23373089	Q757
Saint Vincent and the Grenadines	06/06/20	0	0	7.23373089	Q757
Saint Vincent and the Grenadines	06/05/20	0	0	7.23373089	Q757
Saint Vincent and the Grenadines	06/04/20	0	0	7.23373089	Q757
Saint Vincent and the Grenadines	06/03/20	0	0	8.13794725	Q757
Saint Vincent and the Grenadines	06/02/20	0	0	8.13794725	Q757
Saint Vincent and the Grenadines	06/01/20	0	0	8.13794725	Q757
Saint Vincent and the Grenadines	05/31/20	0	0	8.13794725	Q757
Saint Vincent and the Grenadines	05/30/20	1	0	8.13794725	Q757
Saint Vincent and the Grenadines	05/29/20	7	0	7.23373089	Q757
Saint Vincent and the Grenadines	05/28/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	05/27/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	05/26/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	05/25/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	05/24/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	05/23/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	05/22/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	05/21/20	1	0	0.90421636	Q757
Saint Vincent and the Grenadines	05/20/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	05/19/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	05/18/20	0	0	0.0	Q757
Saint Vincent and the Grenadines	05/17/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	05/16/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	05/15/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	05/14/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	05/13/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	05/12/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	05/11/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	05/10/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	05/09/20	0	0	2.71264908	Q757
Saint Vincent and the Grenadines	05/08/20	0	0	3.61686544	Q757
Saint Vincent and the Grenadines	05/07/20	0	0	3.61686544	Q757
Saint Vincent and the Grenadines	05/06/20	0	0	4.5210818	Q757
Saint Vincent and the Grenadines	05/05/20	0	0	4.5210818	Q757
Saint Vincent and the Grenadines	05/04/20	1	0	4.5210818	Q757
Saint Vincent and the Grenadines	05/03/20	0	0	3.61686544	Q757
Saint Vincent and the Grenadines	05/02/20	0	0	3.61686544	Q757
Saint Vincent and the Grenadines	05/01/20	0	0	3.61686544	Q757
Saint Vincent and the Grenadines	04/30/20	0	0	3.61686544	Q757
Saint Vincent and the Grenadines	04/29/20	1	0	3.61686544	Q757
Saint Vincent and the Grenadines	04/28/20	1	0	2.71264908	Q757
Saint Vincent and the Grenadines	04/27/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	04/26/20	0	0	1.80843272	Q757
Saint Vincent and the Grenadines	04/25/20	1	0	1.80843272	Q757
Saint Vincent and the Grenadines	04/24/20	0	0	0.90421636	Q757
Saint Vincent and the Grenadines	04/23/20	1	0	4.5210818	Q757
Saint Vincent and the Grenadines	04/22/20	0	0	3.61686544	Q757
Saint Vincent and the Grenadines	04/21/20	0	0	4.5210818	Q757
Saint Vincent and the Grenadines	04/20/20	0	0	4.5210818	Q757
Saint Vincent and the Grenadines	04/19/20	0	0	4.5210818	Q757
Saint Vincent and the Grenadines	04/18/20	0	0	4.5210818	Q757
Saint Vincent and the Grenadines	04/17/20	0	0	9.04216361	Q757
Saint Vincent and the Grenadines	04/16/20	0	0	9.04216361	Q757
Saint Vincent and the Grenadines	04/15/20	0	0	9.94637997	Q757
Saint Vincent and the Grenadines	04/14/20	0	0	9.94637997	Q757
Saint Vincent and the Grenadines	04/13/20	0	0	9.94637997	Q757
Saint Vincent and the Grenadines	04/12/20	0	0	9.94637997	Q757
Saint Vincent and the Grenadines	04/11/20	0	0	9.94637997	Q757
Saint Vincent and the Grenadines	04/10/20	4	0	9.94637997	Q757
Saint Vincent and the Grenadines	04/09/20	0	0	6.32951453	Q757
Saint Vincent and the Grenadines	04/08/20	1	0	6.32951453	Q757
Saint Vincent and the Grenadines	04/07/20	0	0	5.42529817	Q757
Saint Vincent and the Grenadines	04/06/20	0	0	6.32951453	Q757
Saint Vincent and the Grenadines	04/05/20	0	0		Q757
Saint Vincent and the Grenadines	04/04/20	5	0		Q757
Saint Vincent and the Grenadines	04/03/20	0	0		Q757
Saint Vincent and the Grenadines	04/02/20	1	0		Q757
Saint Vincent and the Grenadines	04/01/20	0	0		Q757
Saint Vincent and the Grenadines	03/31/20	0	0		Q757
Saint Vincent and the Grenadines	03/30/20	0	0		Q757
Saint Vincent and the Grenadines	03/29/20	0	0		Q757
Saint Vincent and the Grenadines	03/28/20	0	0		Q757
Saint Vincent and the Grenadines	03/27/20	0	0		Q757
Saint Vincent and the Grenadines	03/26/20	0	0		Q757
Saint Vincent and the Grenadines	03/25/20	0	0		Q757
Saint Vincent and the Grenadines	03/13/20	1	0		Q757
San Marino	10/28/20	0	0	290.25048617	Q238
San Marino	10/27/20	33	0	290.25048617	Q238
San Marino	10/26/20	0	0	194.46782573	Q238
San Marino	10/25/20	0	0	194.46782573	Q238
San Marino	10/24/20	17	0	194.46782573	Q238
San Marino	10/23/20	28	0	145.12524308	Q238
San Marino	10/22/20	8	0	66.75761182	Q238
San Marino	10/21/20	0	0	43.53757293	Q238
San Marino	10/20/20	7	0	98.6851653	Q238
San Marino	10/19/20	0	0	78.36763127	Q238
San Marino	10/18/20	0	0	78.36763127	Q238
San Marino	10/17/20	0	0	78.36763127	Q238
San Marino	10/16/20	7	0	78.36763127	Q238
San Marino	10/15/20	0	0	58.05009723	Q238
San Marino	10/14/20	0	0	72.56262154	Q238
San Marino	10/13/20	0	0	72.56262154	Q238
San Marino	10/12/20	0	0	72.56262154	Q238
San Marino	10/11/20	0	0	72.56262154	Q238
San Marino	10/10/20	0	0	72.56262154	Q238
San Marino	10/09/20	1	0	72.56262154	Q238
San Marino	10/08/20	0	0	81.27013613	Q238
San Marino	10/07/20	19	0	81.27013613	Q238
San Marino	10/06/20	0	0	26.12254376	Q238
San Marino	10/05/20	0	0	26.12254376	Q238
San Marino	10/04/20	0	0	26.12254376	Q238
San Marino	10/03/20	0	0	26.12254376	Q238
San Marino	10/02/20	0	0	26.12254376	Q238
San Marino	10/01/20	5	0	26.12254376	Q238
San Marino	09/30/20	0	0	11.61001945	Q238
San Marino	09/29/20	0	0	14.51252431	Q238
San Marino	09/28/20	0	0	14.51252431	Q238
San Marino	09/27/20	0	0	14.51252431	Q238
San Marino	09/26/20	0	0	14.51252431	Q238
San Marino	09/25/20	4	0	14.51252431	Q238
San Marino	09/24/20	0	0	2.90250486	Q238
San Marino	09/23/20	0	0	20.31753403	Q238
San Marino	09/22/20	0	0	20.31753403	Q238
San Marino	09/21/20	0	0	20.31753403	Q238
San Marino	09/20/20	0	0	20.31753403	Q238
San Marino	09/19/20	0	0	23.22003889	Q238
San Marino	09/18/20	0	0	23.22003889	Q238
San Marino	09/17/20	0	0	23.22003889	Q238
San Marino	09/16/20	1	0	23.22003889	Q238
San Marino	09/15/20	0	0	20.31753403	Q238
San Marino	09/14/20	0	0	34.83005834	Q238
San Marino	09/13/20	0	0	34.83005834	Q238
San Marino	09/12/20	0	0	34.83005834	Q238
San Marino	09/11/20	0	0	34.83005834	Q238
San Marino	09/10/20	6	0	34.83005834	Q238
San Marino	09/09/20	0	0	17.41502917	Q238
San Marino	09/08/20	0	0	17.41502917	Q238
San Marino	09/07/20	0	0	17.41502917	Q238
San Marino	09/06/20	1	0	17.41502917	Q238
San Marino	09/05/20	0	0	14.51252431	Q238
San Marino	09/04/20	0	0	14.51252431	Q238
San Marino	09/03/20	0	0	14.51252431	Q238
