Week Ending Date,State,Observed Number,Upper Bound Threshold,Average Expected Count,Excess Lower Estimate,Excess Higher Estimate,Year,Total Excess Lower Estimate in 2020,Total Excess Higher Estimate in 2020,Percent Excess Lower Estimate,Percent Excess Higher Estimate
2018-02-03,California,5981,6289,5948,0,33,2018,17006,26705,0,0
2018-02-10,California,5567,6217,5873,0,0,2018,17006,26705,0,0
2018-02-17,California,5627,6179,5843,0,0,2018,17006,26705,0,0
2018-02-24,California,5692,6093,5757,0,0,2018,17006,26705,0,0
2018-03-03,California,5731,6030,5695,0,36,2018,17006,26705,0,0
2018-03-10,California,5923,5932,5615,0,308,2018,17006,26705,0,0.1
2018-03-17,California,5686,5853,5531,0,155,2018,17006,26705,0,0
2018-03-24,California,5486,5765,5455,0,31,2018,17006,26705,0,0
2018-03-31,California,5372,5723,5414,0,0,2018,17006,26705,0,0
2018-04-07,California,5279,5635,5326,0,0,2018,17006,26705,0,0
2018-04-14,California,5090,5608,5300,0,0,2018,17006,26705,0,0
2018-04-21,California,4996,5602,5296,0,0,2018,17006,26705,0,0
2018-04-28,California,5139,5547,5251,0,0,2018,17006,26705,0,0
2018-05-05,California,4968,5485,5192,0,0,2018,17006,26705,0,0
2018-05-12,California,4946,5429,5129,0,0,2018,17006,26705,0,0
2018-05-19,California,4696,5408,5103,0,0,2018,17006,26705,0,0
2018-05-26,California,4845,5337,5039,0,0,2018,17006,26705,0,0
2018-06-02,California,4935,5310,5016,0,0,2018,17006,26705,0,0
2018-06-09,California,5039,5308,5015,0,24,2018,17006,26705,0,0
2018-06-16,California,4804,5311,5008,0,0,2018,17006,26705,0,0
2018-06-23,California,4881,5302,4998,0,0,2018,17006,26705,0,0
2018-06-30,California,4757,5265,4964,0,0,2018,17006,26705,0,0
2018-07-07,California,4810,5244,4947,0,0,2018,17006,26705,0,0
2018-07-14,California,4991,5198,4903,0,88,2018,17006,26705,0,0
2018-07-21,California,4723,5192,4890,0,0,2018,17006,26705,0,0
2018-07-28,California,4783,5165,4861,0,0,2018,17006,26705,0,0
2018-08-04,California,4713,5169,4871,0,0,2018,17006,26705,0,0
2018-08-11,California,4803,5142,4853,0,0,2018,17006,26705,0,0
2018-08-18,California,4803,5147,4862,0,0,2018,17006,26705,0,0
2018-08-25,California,4761,5155,4857,0,0,2018,17006,26705,0,0
2018-09-01,California,4685,5192,4883,0,0,2018,17006,26705,0,0
2018-09-08,California,4635,5223,4912,0,0,2018,17006,26705,0,0
2018-09-15,California,4674,5243,4932,0,0,2018,17006,26705,0,0
2018-09-22,California,4848,5213,4921,0,0,2018,17006,26705,0,0
2018-09-29,California,4807,5235,4939,0,0,2018,17006,26705,0,0
2018-10-06,California,4771,5270,4968,0,0,2018,17006,26705,0,0
2018-10-13,California,4731,5298,4971,0,0,2018,17006,26705,0,0
2018-10-20,California,4846,5332,4993,0,0,2018,17006,26705,0,0
2018-10-27,California,4882,5384,5046,0,0,2018,17006,26705,0,0
2018-11-03,California,4923,5369,5042,0,0,2018,17006,26705,0,0
2018-11-10,California,5057,5421,5078,0,0,2018,17006,26705,0,0
2018-11-17,California,5049,5508,5142,0,0,2018,17006,26705,0,0
2018-11-24,California,5278,5650,5263,0,15,2018,17006,26705,0,0
2018-12-01,California,5083,5723,5360,0,0,2018,17006,26705,0,0
2018-12-08,California,5356,5821,5476,0,0,2018,17006,26705,0,0
2018-12-15,California,5278,5888,5543,0,0,2018,17006,26705,0,0
2018-12-22,California,5310,6050,5684,0,0,2018,17006,26705,0,0
2018-12-29,California,5398,6261,5857,0,0,2018,17006,26705,0,0
2019-01-05,California,5692,6482,6081,0,0,2019,17006,26705,0,0
2019-01-12,California,5779,6488,6122,0,0,2019,17006,26705,0,0
2019-01-19,California,5654,6416,6073,0,0,2019,17006,26705,0,0
2019-01-26,California,5519,6349,6001,0,0,2019,17006,26705,0,0
2019-02-02,California,5467,6329,5942,0,0,2019,17006,26705,0,0
2019-02-09,California,5603,6230,5860,0,0,2019,17006,26705,0,0
2019-02-16,California,5644,6200,5830,0,0,2019,17006,26705,0,0
2019-02-23,California,5818,6128,5781,0,37,2019,17006,26705,0,0
2019-03-02,California,5867,6074,5726,0,141,2019,17006,26705,0,0
2019-03-09,California,5677,6009,5661,0,16,2019,17006,26705,0,0
2019-03-16,California,5589,5960,5604,0,0,2019,17006,26705,0,0
2019-03-23,California,5531,5887,5518,0,13,2019,17006,26705,0,0
2019-03-30,California,5511,5754,5412,0,99,2019,17006,26705,0,0
2019-04-06,California,5480,5650,5310,0,170,2019,17006,26705,0,0
2019-04-13,California,5215,5615,5274,0,0,2019,17006,26705,0,0
2019-04-20,California,5200,5602,5265,0,0,2019,17006,26705,0,0
2019-04-27,California,5088,5551,5209,0,0,2019,17006,26705,0,0
2019-05-04,California,5029,5449,5125,0,0,2019,17006,26705,0,0
2019-05-11,California,5019,5411,5084,0,0,2019,17006,26705,0,0
2019-05-18,California,5061,5384,5052,0,9,2019,17006,26705,0,0
2019-05-25,California,5135,5351,5024,0,111,2019,17006,26705,0,0
2019-06-01,California,5033,5342,5007,0,26,2019,17006,26705,0,0
2019-06-08,California,5113,5328,5011,0,102,2019,17006,26705,0,0
2019-06-15,California,5183,5325,5002,0,181,2019,17006,26705,0,0
2019-06-22,California,4914,5305,4977,0,0,2019,17006,26705,0,0
2019-06-29,California,4849,5288,4962,0,0,2019,17006,26705,0,0
2019-07-06,California,4911,5285,4951,0,0,2019,17006,26705,0,0
2019-07-13,California,4819,5202,4885,0,0,2019,17006,26705,0,0
2019-07-20,California,4714,5196,4874,0,0,2019,17006,26705,0,0
2019-07-27,California,5001,5184,4853,0,148,2019,17006,26705,0,0
2019-08-03,California,4641,5177,4854,0,0,2019,17006,26705,0,0
2019-08-10,California,4763,5162,4842,0,0,2019,17006,26705,0,0
2019-08-17,California,4701,5160,4844,0,0,2019,17006,26705,0,0
2019-08-24,California,4765,5166,4843,0,0,2019,17006,26705,0,0
2019-08-31,California,4800,5194,4866,0,0,2019,17006,26705,0,0
2019-09-07,California,4846,5252,4913,0,0,2019,17006,26705,0,0
2019-09-14,California,4851,5282,4936,0,0,2019,17006,26705,0,0
2019-09-21,California,4813,5235,4911,0,0,2019,17006,26705,0,0
2019-09-28,California,4832,5261,4916,0,0,2019,17006,26705,0,0
2019-10-05,California,4966,5291,4942,0,24,2019,17006,26705,0,0
2019-10-12,California,4923,5309,4946,0,0,2019,17006,26705,0,0
2019-10-19,California,5065,5296,4948,0,117,2019,17006,26705,0,0
2019-10-26,California,5099,5319,4979,0,120,2019,17006,26705,0,0
2019-11-02,California,5134,5323,4992,0,142,2019,17006,26705,0,0
2019-11-09,California,5303,5390,5035,0,268,2019,17006,26705,0,0.1
2019-11-16,California,5123,5414,5067,0,56,2019,17006,26705,0,0
2019-11-23,California,5165,5535,5172,0,0,2019,17006,26705,0,0
2019-11-30,California,5181,5607,5258,0,0,2019,17006,26705,0,0
2019-12-07,California,5520,5726,5379,0,141,2019,17006,26705,0,0
2019-12-14,California,5377,5813,5465,0,0,2019,17006,26705,0,0
2019-12-21,California,5399,5959,5601,0,0,2019,17006,26705,0,0
2019-12-28,California,5567,6097,5722,0,0,2019,17006,26705,0,0
2020-01-04,California,5887,6246,5864,0,23,2020,17006,26705,0,0
2020-01-11,California,5873,6260,5892,0,0,2020,17006,26705,0,0
2020-01-18,California,5828,6255,5898,0,0,2020,17006,26705,0,0
2020-01-25,California,5827,6199,5839,0,0,2020,17006,26705,0,0
2020-02-01,California,5683,6111,5743,0,0,2020,17006,26705,0,0
2020-02-08,California,5912,6093,5713,0,199,2020,17006,26705,0,0
2020-02-15,California,5584,6087,5712,0,0,2020,17006,26705,0,0
2020-02-22,California,5796,6035,5693,0,103,2020,17006,26705,0,0
2020-02-29,California,5680,6013,5673,0,7,2020,17006,26705,0,0
2020-03-07,California,5732,6019,5670,0,62,2020,17006,26705,0,0
2020-03-14,California,5461,5956,5600,0,0,2020,17006,26705,0,0
2020-03-21,California,5679,5886,5533,0,146,2020,17006,26705,0,0
2020-03-28,California,5686,5767,5437,0,249,2020,17006,26705,0,0
2020-04-04,California,5979,5670,5353,309,626,2020,17006,26705,0.1,0.1
2020-04-11,California,6044,5605,5270,439,774,2020,17006,26705,0.1,0.1
2020-04-18,California,6127,5560,5215,567,912,2020,17006,26705,0.1,0.2
2020-04-25,California,5934,5501,5164,433,770,2020,17006,26705,0.1,0.1
2020-05-02,California,5738,5418,5099,320,639,2020,17006,26705,0.1,0.1
2020-05-09,California,5685,5377,5069,308,616,2020,17006,26705,0.1,0.1
2020-05-16,California,5701,5359,5031,342,670,2020,17006,26705,0.1,0.1
2020-05-23,California,5548,5351,5015,197,533,2020,17006,26705,0,0.1
2020-05-30,California,5605,5298,4973,307,632,2020,17006,26705,0.1,0.1
2020-06-06,California,5528,5281,4964,247,564,2020,17006,26705,0,0.1
2020-06-13,California,5576,5252,4949,324,627,2020,17006,26705,0.1,0.1
2020-06-20,California,5500,5262,4940,238,560,2020,17006,26705,0,0.1
2020-06-27,California,5707,5239,4911,468,796,2020,17006,26705,0.1,0.2
2020-07-04,California,5910,5173,4869,737,1041,2020,17006,26705,0.1,0.2
2020-07-11,California,6041,5162,4860,879,1181,2020,17006,26705,0.2,0.2
2020-07-18,California,6237,5110,4817,1127,1420,2020,17006,26705,0.2,0.3
2020-07-25,California,6253,5118,4805,1135,1448,2020,17006,26705,0.2,0.3
2020-08-01,California,6344,5093,4774,1251,1570,2020,17006,26705,0.2,0.3
2020-08-08,California,6309,5092,4773,1217,1536,2020,17006,26705,0.2,0.3
2020-08-15,California,6292,5043,4747,1249,1545,2020,17006,26705,0.2,0.3
2020-08-22,California,6479,5086,4782,1393,1697,2020,17006,26705,0.3,0.4
2020-08-29,California,5880,5104,4787,776,1093,2020,17006,26705,0.2,0.2
2020-09-05,California,5788,5127,4803,661,985,2020,17006,26705,0.1,0.2
2020-09-12,California,5887,5136,4822,751,1065,2020,17006,26705,0.1,0.2
2020-09-19,California,5752,5194,4872,558,880,2020,17006,26705,0.1,0.2
2020-09-26,California,5555,5196,4875,359,680,2020,17006,26705,0.1,0.1
2020-10-03,California,5615,5223,4896,392,719,2020,17006,26705,0.1,0.1
2020-10-10,California,5291,5269,4932,22,359,2020,17006,26705,0,0.1
2020-10-17,California,4781,5314,4973,0,0,2020,17006,26705,0,0
2017-01-14,Colorado,840,912,826,0,14,2017,2067,3893,0,0
2017-01-21,Colorado,792,905,818,0,0,2017,2067,3893,0,0
2017-01-28,Colorado,742,902,820,0,0,2017,2067,3893,0,0
2017-02-04,Colorado,782,889,812,0,0,2017,2067,3893,0,0
2017-02-11,Colorado,821,885,811,0,10,2017,2067,3893,0,0
2017-02-18,Colorado,798,876,803,0,0,2017,2067,3893,0,0
2017-02-25,Colorado,822,876,802,0,20,2017,2067,3893,0,0
2017-03-04,Colorado,788,875,799,0,0,2017,2067,3893,0,0
2017-03-11,Colorado,817,865,792,0,25,2017,2067,3893,0,0
2017-03-18,Colorado,796,863,793,0,3,2017,2067,3893,0,0
2017-03-25,Colorado,773,868,799,0,0,2017,2067,3893,0,0
2017-04-01,Colorado,773,867,796,0,0,2017,2067,3893,0,0
2017-04-08,Colorado,772,865,793,0,0,2017,2067,3893,0,0
2017-04-15,Colorado,777,853,781,0,0,2017,2067,3893,0,0
2017-04-22,Colorado,806,839,769,0,37,2017,2067,3893,0,0
2017-04-29,Colorado,732,837,769,0,0,2017,2067,3893,0,0
2017-05-06,Colorado,725,833,763,0,0,2017,2067,3893,0,0
2017-05-13,Colorado,726,828,759,0,0,2017,2067,3893,0,0
2017-05-20,Colorado,705,822,753,0,0,2017,2067,3893,0,0
2017-05-27,Colorado,736,816,747,0,0,2017,2067,3893,0,0
2017-06-03,Colorado,669,806,740,0,0,2017,2067,3893,0,0
2017-06-10,Colorado,694,803,734,0,0,2017,2067,3893,0,0
2017-06-17,Colorado,708,800,733,0,0,2017,2067,3893,0,0
2017-06-24,Colorado,697,799,731,0,0,2017,2067,3893,0,0
2017-07-01,Colorado,675,795,727,0,0,2017,2067,3893,0,0
2017-07-08,Colorado,720,783,720,0,0,2017,2067,3893,0,0
2017-07-15,Colorado,660,782,716,0,0,2017,2067,3893,0,0
2017-07-22,Colorado,659,784,716,0,0,2017,2067,3893,0,0
2017-07-29,Colorado,677,779,712,0,0,2017,2067,3893,0,0
2017-08-05,Colorado,672,779,712,0,0,2017,2067,3893,0,0
2017-08-12,Colorado,682,777,716,0,0,2017,2067,3893,0,0
2017-08-19,Colorado,675,776,711,0,0,2017,2067,3893,0,0
2017-08-26,Colorado,689,778,710,0,0,2017,2067,3893,0,0
2017-09-02,Colorado,697,786,719,0,0,2017,2067,3893,0,0
2017-09-09,Colorado,731,784,718,0,13,2017,2067,3893,0,0
2017-09-16,Colorado,767,785,722,0,45,2017,2067,3893,0,0.1
2017-09-23,Colorado,705,787,726,0,0,2017,2067,3893,0,0
2017-09-30,Colorado,722,798,732,0,0,2017,2067,3893,0,0
2017-10-07,Colorado,744,808,739,0,5,2017,2067,3893,0,0
2017-10-14,Colorado,761,816,746,0,15,2017,2067,3893,0,0
2017-10-21,Colorado,714,817,750,0,0,2017,2067,3893,0,0
2017-10-28,Colorado,772,821,758,0,14,2017,2067,3893,0,0
2017-11-04,Colorado,735,820,758,0,0,2017,2067,3893,0,0
2017-11-11,Colorado,783,823,756,0,27,2017,2067,3893,0,0
2017-11-18,Colorado,751,832,763,0,0,2017,2067,3893,0,0
2017-11-25,Colorado,743,843,775,0,0,2017,2067,3893,0,0
2017-12-02,Colorado,708,851,784,0,0,2017,2067,3893,0,0
2017-12-09,Colorado,752,861,793,0,0,2017,2067,3893,0,0
2017-12-16,Colorado,757,870,803,0,0,2017,2067,3893,0,0
2017-12-23,Colorado,781,887,816,0,0,2017,2067,3893,0,0
2017-12-30,Colorado,814,897,828,0,0,2017,2067,3893,0,0
2018-01-06,Colorado,867,903,835,0,32,2018,2067,3893,0,0
2018-01-13,Colorado,868,902,834,0,34,2018,2067,3893,0,0
2018-01-20,Colorado,815,898,830,0,0,2018,2067,3893,0,0
2018-01-27,Colorado,845,895,825,0,20,2018,2067,3893,0,0
2018-02-03,Colorado,857,889,821,0,36,2018,2067,3893,0,0
2018-02-10,Colorado,822,882,816,0,6,2018,2067,3893,0,0
2018-02-17,Colorado,821,877,811,0,10,2018,2067,3893,0,0
2018-02-24,Colorado,781,879,815,0,0,2018,2067,3893,0,0
2018-03-03,Colorado,749,870,802,0,0,2018,2067,3893,0,0
2018-03-10,Colorado,782,869,802,0,0,2018,2067,3893,0,0
2018-03-17,Colorado,796,864,800,0,0,2018,2067,3893,0,0
2018-03-24,Colorado,821,863,799,0,22,2018,2067,3893,0,0
2018-03-31,Colorado,737,861,797,0,0,2018,2067,3893,0,0
2018-04-07,Colorado,780,864,799,0,0,2018,2067,3893,0,0
2018-04-14,Colorado,788,852,786,0,2,2018,2067,3893,0,0
2018-04-21,Colorado,752,846,781,0,0,2018,2067,3893,0,0
2018-04-28,Colorado,755,838,774,0,0,2018,2067,3893,0,0
2018-05-05,Colorado,709,832,768,0,0,2018,2067,3893,0,0
2018-05-12,Colorado,793,820,757,0,36,2018,2067,3893,0,0
2018-05-19,Colorado,682,804,741,0,0,2018,2067,3893,0,0
2018-05-26,Colorado,718,795,732,0,0,2018,2067,3893,0,0
2018-06-02,Colorado,709,790,728,0,0,2018,2067,3893,0,0
2018-06-09,Colorado,681,788,728,0,0,2018,2067,3893,0,0
2018-06-16,Colorado,713,781,720,0,0,2018,2067,3893,0,0
2018-06-23,Colorado,699,786,725,0,0,2018,2067,3893,0,0
2018-06-30,Colorado,664,786,724,0,0,2018,2067,3893,0,0
2018-07-07,Colorado,702,779,718,0,0,2018,2067,3893,0,0
2018-07-14,Colorado,711,779,717,0,0,2018,2067,3893,0,0
2018-07-21,Colorado,686,777,715,0,0,2018,2067,3893,0,0
2018-07-28,Colorado,694,773,710,0,0,2018,2067,3893,0,0
2018-08-04,Colorado,699,772,711,0,0,2018,2067,3893,0,0
2018-08-11,Colorado,731,774,713,0,18,2018,2067,3893,0,0
2018-08-18,Colorado,732,774,713,0,19,2018,2067,3893,0,0
2018-08-25,Colorado,739,775,713,0,26,2018,2067,3893,0,0
2018-09-01,Colorado,721,785,721,0,0,2018,2067,3893,0,0
2018-09-08,Colorado,689,786,722,0,0,2018,2067,3893,0,0
2018-09-15,Colorado,707,781,719,0,0,2018,2067,3893,0,0
2018-09-22,Colorado,738,788,726,0,12,2018,2067,3893,0,0
2018-09-29,Colorado,699,793,729,0,0,2018,2067,3893,0,0
2018-10-06,Colorado,760,801,735,0,25,2018,2067,3893,0,0
2018-10-13,Colorado,736,808,742,0,0,2018,2067,3893,0,0
2018-10-20,Colorado,721,815,750,0,0,2018,2067,3893,0,0
2018-10-27,Colorado,769,819,756,0,13,2018,2067,3893,0,0
2018-11-03,Colorado,724,826,762,0,0,2018,2067,3893,0,0
2018-11-10,Colorado,706,833,765,0,0,2018,2067,3893,0,0
2018-11-17,Colorado,767,834,768,0,0,2018,2067,3893,0,0
2018-11-24,Colorado,772,844,779,0,0,2018,2067,3893,0,0
2018-12-01,Colorado,796,852,786,0,10,2018,2067,3893,0,0
2018-12-08,Colorado,731,854,791,0,0,2018,2067,3893,0,0
2018-12-15,Colorado,787,867,802,0,0,2018,2067,3893,0,0
2018-12-22,Colorado,767,887,820,0,0,2018,2067,3893,0,0
2018-12-29,Colorado,765,902,834,0,0,2018,2067,3893,0,0
2019-01-05,Colorado,836,916,848,0,0,2019,2067,3893,0,0
2019-01-12,Colorado,831,916,849,0,0,2019,2067,3893,0,0
2019-01-19,Colorado,827,919,853,0,0,2019,2067,3893,0,0
2019-01-26,Colorado,768,914,847,0,0,2019,2067,3893,0,0
2019-02-02,Colorado,783,904,836,0,0,2019,2067,3893,0,0
2019-02-09,Colorado,794,895,831,0,0,2019,2067,3893,0,0
2019-02-16,Colorado,853,891,827,0,26,2019,2067,3893,0,0
2019-02-23,Colorado,810,881,818,0,0,2019,2067,3893,0,0
2019-03-02,Colorado,812,875,811,0,1,2019,2067,3893,0,0
2019-03-09,Colorado,840,876,811,0,29,2019,2067,3893,0,0
2019-03-16,Colorado,819,870,806,0,13,2019,2067,3893,0,0
2019-03-23,Colorado,809,871,806,0,3,2019,2067,3893,0,0
2019-03-30,Colorado,782,866,803,0,0,2019,2067,3893,0,0
2019-04-06,Colorado,747,863,801,0,0,2019,2067,3893,0,0
2019-04-13,Colorado,804,851,788,0,16,2019,2067,3893,0,0
2019-04-20,Colorado,757,844,782,0,0,2019,2067,3893,0,0
2019-04-27,Colorado,726,838,777,0,0,2019,2067,3893,0,0
2019-05-04,Colorado,781,827,765,0,16,2019,2067,3893,0,0
2019-05-11,Colorado,716,813,754,0,0,2019,2067,3893,0,0
2019-05-18,Colorado,768,802,743,0,25,2019,2067,3893,0,0
2019-05-25,Colorado,801,796,735,5,66,2019,2067,3893,0,0.1
2019-06-01,Colorado,765,786,728,0,37,2019,2067,3893,0,0.1
2019-06-08,Colorado,793,787,729,6,64,2019,2067,3893,0,0.1
2019-06-15,Colorado,714,781,724,0,0,2019,2067,3893,0,0
2019-06-22,Colorado,748,785,726,0,22,2019,2067,3893,0,0
2019-06-29,Colorado,723,782,722,0,1,2019,2067,3893,0,0
2019-07-06,Colorado,740,773,717,0,23,2019,2067,3893,0,0
2019-07-13,Colorado,707,777,720,0,0,2019,2067,3893,0,0
2019-07-20,Colorado,704,780,724,0,0,2019,2067,3893,0,0
2019-07-27,Colorado,713,782,724,0,0,2019,2067,3893,0,0
2019-08-03,Colorado,765,781,723,0,42,2019,2067,3893,0,0.1
2019-08-10,Colorado,687,783,727,0,0,2019,2067,3893,0,0
2019-08-17,Colorado,701,785,728,0,0,2019,2067,3893,0,0
2019-08-24,Colorado,741,785,728,0,13,2019,2067,3893,0,0
2019-08-31,Colorado,699,791,733,0,0,2019,2067,3893,0,0
2019-09-07,Colorado,774,792,733,0,41,2019,2067,3893,0,0.1
2019-09-14,Colorado,733,786,731,0,2,2019,2067,3893,0,0
2019-09-21,Colorado,747,795,737,0,10,2019,2067,3893,0,0
2019-09-28,Colorado,712,801,743,0,0,2019,2067,3893,0,0
2019-10-05,Colorado,730,806,745,0,0,2019,2067,3893,0,0
2019-10-12,Colorado,769,812,750,0,19,2019,2067,3893,0,0
2019-10-19,Colorado,817,813,755,4,62,2019,2067,3893,0,0.1
2019-10-26,Colorado,792,813,757,0,35,2019,2067,3893,0,0
2019-11-02,Colorado,752,816,759,0,0,2019,2067,3893,0,0
2019-11-09,Colorado,788,822,763,0,25,2019,2067,3893,0,0
2019-11-16,Colorado,795,821,760,0,35,2019,2067,3893,0,0
2019-11-23,Colorado,763,826,767,0,0,2019,2067,3893,0,0
2019-11-30,Colorado,739,838,778,0,0,2019,2067,3893,0,0
2019-12-07,Colorado,750,840,782,0,0,2019,2067,3893,0,0
2019-12-14,Colorado,785,849,789,0,0,2019,2067,3893,0,0
2019-12-21,Colorado,807,860,798,0,9,2019,2067,3893,0,0
2019-12-28,Colorado,842,880,820,0,22,2019,2067,3893,0,0
2020-01-04,Colorado,854,891,829,0,25,2020,2067,3893,0,0
2020-01-11,Colorado,872,890,831,0,41,2020,2067,3893,0,0
2020-01-18,Colorado,848,896,834,0,14,2020,2067,3893,0,0
2020-01-25,Colorado,853,891,827,0,26,2020,2067,3893,0,0
2020-02-01,Colorado,793,883,820,0,0,2020,2067,3893,0,0
2020-02-08,Colorado,847,880,817,0,30,2020,2067,3893,0,0
2020-02-15,Colorado,807,876,817,0,0,2020,2067,3893,0,0
2020-02-22,Colorado,880,875,816,5,64,2020,2067,3893,0,0.1
2020-02-29,Colorado,842,878,818,0,24,2020,2067,3893,0,0
2020-03-07,Colorado,821,878,817,0,4,2020,2067,3893,0,0
2020-03-14,Colorado,822,875,813,0,9,2020,2067,3893,0,0
2020-03-21,Colorado,890,872,811,18,79,2020,2067,3893,0,0.1
2020-03-28,Colorado,860,867,807,0,53,2020,2067,3893,0,0.1
2020-04-04,Colorado,967,859,800,108,167,2020,2067,3893,0.1,0.2
2020-04-11,Colorado,1096,853,793,243,303,2020,2067,3893,0.3,0.4
2020-04-18,Colorado,1106,849,787,257,319,2020,2067,3893,0.3,0.4
2020-04-25,Colorado,1066,843,783,223,283,2020,2067,3893,0.3,0.4
2020-05-02,Colorado,997,829,771,168,226,2020,2067,3893,0.2,0.3
2020-05-09,Colorado,910,828,769,82,141,2020,2067,3893,0.1,0.2
2020-05-16,Colorado,888,816,761,72,127,2020,2067,3893,0.1,0.2
2020-05-23,Colorado,852,814,754,38,98,2020,2067,3893,0,0.1
2020-05-30,Colorado,838,805,747,33,91,2020,2067,3893,0,0.1
2020-06-06,Colorado,825,800,744,25,81,2020,2067,3893,0,0.1
2020-06-13,Colorado,817,790,734,27,83,2020,2067,3893,0,0.1
2020-06-20,Colorado,866,778,725,88,141,2020,2067,3893,0.1,0.2
2020-06-27,Colorado,884,786,729,98,155,2020,2067,3893,0.1,0.2
2020-07-04,Colorado,792,782,725,10,67,2020,2067,3893,0,0.1
2020-07-11,Colorado,823,776,721,47,102,2020,2067,3893,0.1,0.1
2020-07-18,Colorado,816,783,727,33,89,2020,2067,3893,0,0.1
2020-07-25,Colorado,840,780,725,60,115,2020,2067,3893,0.1,0.2
2020-08-01,Colorado,818,781,724,37,94,2020,2067,3893,0,0.1
2020-08-08,Colorado,849,787,730,62,119,2020,2067,3893,0.1,0.2
2020-08-15,Colorado,839,789,733,50,106,2020,2067,3893,0.1,0.1
2020-08-22,Colorado,868,792,735,76,133,2020,2067,3893,0.1,0.2
2020-08-29,Colorado,824,795,739,29,85,2020,2067,3893,0,0.1
2020-09-05,Colorado,747,806,747,0,0,2020,2067,3893,0,0
2020-09-12,Colorado,853,802,744,51,109,2020,2067,3893,0.1,0.1
2020-09-19,Colorado,812,805,750,7,62,2020,2067,3893,0,0.1
2020-09-26,Colorado,849,811,754,38,95,2020,2067,3893,0,0.1
2020-10-03,Colorado,796,819,762,0,34,2020,2067,3893,0,0
2020-10-10,Colorado,828,825,766,3,62,2020,2067,3893,0,0.1
2020-10-17,Colorado,916,837,776,79,140,2020,2067,3893,0.1,0.2
2017-01-14,Connecticut,662,704,636,0,26,2017,4039,5309,0,0
2017-01-21,Connecticut,694,724,654,0,40,2017,4039,5309,0,0.1
2017-01-28,Connecticut,654,729,662,0,0,2017,4039,5309,0,0
2017-02-04,Connecticut,665,729,663,0,2,2017,4039,5309,0,0
2017-02-11,Connecticut,733,725,659,8,74,2017,4039,5309,0,0.1
2017-02-18,Connecticut,677,729,667,0,10,2017,4039,5309,0,0
2017-02-25,Connecticut,678,722,658,0,20,2017,4039,5309,0,0
2017-03-04,Connecticut,614,712,649,0,0,2017,4039,5309,0,0
2017-03-11,Connecticut,641,709,644,0,0,2017,4039,5309,0,0
2017-03-18,Connecticut,596,699,636,0,0,2017,4039,5309,0,0
2017-03-25,Connecticut,628,684,623,0,5,2017,4039,5309,0,0
2017-04-01,Connecticut,643,682,622,0,21,2017,4039,5309,0,0
2017-04-08,Connecticut,657,684,623,0,34,2017,4039,5309,0,0.1
2017-04-15,Connecticut,632,678,617,0,15,2017,4039,5309,0,0
2017-04-22,Connecticut,602,671,611,0,0,2017,4039,5309,0,0
2017-04-29,Connecticut,617,664,607,0,10,2017,4039,5309,0,0
2017-05-06,Connecticut,541,652,595,0,0,2017,4039,5309,0,0
2017-05-13,Connecticut,561,637,579,0,0,2017,4039,5309,0,0
2017-05-20,Connecticut,559,627,569,0,0,2017,4039,5309,0,0
2017-05-27,Connecticut,580,624,564,0,16,2017,4039,5309,0,0
2017-06-03,Connecticut,589,616,559,0,30,2017,4039,5309,0,0.1
2017-06-10,Connecticut,575,614,557,0,18,2017,4039,5309,0,0
2017-06-17,Connecticut,582,611,553,0,29,2017,4039,5309,0,0.1
2017-06-24,Connecticut,606,615,557,0,49,2017,4039,5309,0,0.1
2017-07-01,Connecticut,568,613,555,0,13,2017,4039,5309,0,0
2017-07-08,Connecticut,550,601,546,0,4,2017,4039,5309,0,0
2017-07-15,Connecticut,552,601,543,0,9,2017,4039,5309,0,0
2017-07-22,Connecticut,571,602,544,0,27,2017,4039,5309,0,0
2017-07-29,Connecticut,555,591,533,0,22,2017,4039,5309,0,0
2017-08-05,Connecticut,582,588,531,0,51,2017,4039,5309,0,0.1
2017-08-12,Connecticut,531,588,532,0,0,2017,4039,5309,0,0
2017-08-19,Connecticut,528,595,537,0,0,2017,4039,5309,0,0
2017-08-26,Connecticut,540,595,535,0,5,2017,4039,5309,0,0
2017-09-02,Connecticut,536,601,541,0,0,2017,4039,5309,0,0
2017-09-09,Connecticut,567,601,542,0,25,2017,4039,5309,0,0
2017-09-16,Connecticut,601,601,543,0,58,2017,4039,5309,0,0.1
2017-09-23,Connecticut,563,617,555,0,8,2017,4039,5309,0,0
2017-09-30,Connecticut,545,619,559,0,0,2017,4039,5309,0,0
2017-10-07,Connecticut,599,633,571,0,28,2017,4039,5309,0,0
2017-10-14,Connecticut,608,640,579,0,29,2017,4039,5309,0,0.1
2017-10-21,Connecticut,565,647,588,0,0,2017,4039,5309,0,0
2017-10-28,Connecticut,542,656,591,0,0,2017,4039,5309,0,0
2017-11-04,Connecticut,598,669,605,0,0,2017,4039,5309,0,0
2017-11-11,Connecticut,595,675,611,0,0,2017,4039,5309,0,0
2017-11-18,Connecticut,647,677,613,0,34,2017,4039,5309,0,0.1
2017-11-25,Connecticut,590,677,614,0,0,2017,4039,5309,0,0
2017-12-02,Connecticut,626,681,614,0,12,2017,4039,5309,0,0
2017-12-09,Connecticut,677,682,616,0,61,2017,4039,5309,0,0.1
